22645939	0
22495507	1
38574484	0
37573988	0
27253795	0
27948057	0
18016050	1
52403330	1
47992329	0
51579069	0
6276437	1
30102545	0
7289148	0
41907642	0
21201452	1
34055977	0
55880720	0
50607191	1
35289971	0
24169325	0
37573978	0
1641209	0
30595554	0
53475038	0
39753879	0
24536446	0
47992317	0
49109975	1
37193319	1
27078385	1
30102535	1
39295556	0
45524690	1
34055982	0
55880737	1
49188771	1
4530441	0
15724383	1
30595352	0
32300900	1
36819613	1
47249948	0
19838511	1
46653225	1
26960976	0
49690363	0
5086356	1
37022654	1
14502290	0
52930359	0
6951560	1
10637721	1
5682452	1
16021781	1
32300911	1
6277790	1
49109959	1
10120783	1
37193243	1
753432	0
50607165	0
3585888	0
50685970	0
37603287	1
31546733	1
46773746	1
28000291	1
50607168	0
3314158	1
50607153	0
50607155	0
771094	1
50607154	1
9990867	1
9721371	0
48809083	0
40833472	1
1562639	0
23750610	1
31522627	0
11154180	1
18620932	0
42545219	1
18936872	0
50607157	1
28990563	0
50607156	0
20939063	0
28340637	1
34055942	0
10637755	1
45492527	0
7139580	0
38104447	1
17438389	1
22054107	1
37468373	0
40667810	0
36850320	1
35902496	0
40123202	0
50607174	0
34055958	1
2398987	1
50607170	1
55880666	0
50607172	1
45536609	0
30528524	1
44134508	1
1700604	1
34125624	1
17421827	0
3628840	0
935195	0
52403287	0
30302080	0
49109995	0
27442031	1
39413854	0
50607122	0
51079026	1
49806707	0
56604761	1
34133943	1
34133946	0
34141680	1
32300844	1
4003934	1
32300846	0
20925499	0
50607249	0
52403296	1
28340458	0
13968093	1
29274700	1
53698453	1
51079013	1
5241067	0
53535150	1
52791675	1
18551071	1
40632039	1
56750037	0
2287341	1
37193273	0
43050633	1
32300851	0
50607238	0
15381799	1
36875972	0
28340467	1
17575420	0
29611989	1
43303591	1
40187146	1
16822652	1
23916470	1
16739692	0
51923300	0
28156562	0
37025648	1
54292749	1
42349052	1
43040909	1
50607132	0
15831031	0
6032662	1
6269948	0
2099114	0
23482116	1
42349058	1
30482454	1
50226742	1
5047634	0
45624094	1
32583455	1
48825294	0
33420392	0
16739683	1
26821118	0
13968087	0
42303129	1
37994976	0
36059892	1
51609420	1
13968083	1
50607137	0
54292845	0
28716454	0
13077503	0
1182285	0
50607208	1
16984409	1
45468830	1
50607204	0
50607206	0
50607203	0
50607202	1
20647228	1
40549120	1
38791369	1
27013279	0
54292832	0
34742927	1
53045122	0
33783449	1
44130526	1
19546911	0
31786993	1
17575557	1
31542421	0
31747263	1
12020491	1
767677	0
48419781	1
12265427	0
57138878	0
45468707	1
33889643	0
51079126	0
12928129	1
45492809	1
35758120	0
16739018	0
5494286	0
51079119	0
46352712	0
54292826	0
50607224	0
37573994	0
43477466	0
11972037	0
39721296	0
18832112	1
46326466	1
39721289	0
16739007	0
51579134	1
52090118	0
43364974	1
53137133	0
56503965	1
32300958	1
46345081	0
34366844	0
1044373	1
37574033	1
19546783	0
40472325	0
53584152	0
16750420	1
43383569	0
41787655	0
14021706	0
16738898	1
4799797	1
51244571	1
39227049	0
36192024	0
10112120	0
47996246	1
44275506	1
31539847	0
31836518	0
10879131	1
37574020	1
34160255	1
54508388	1
33868532	0
13106521	0
33088561	0
46760059	1
39585578	1
37589635	1
35758170	0
17787485	0
45496436	1
737202	0
9190044	1
944673	0
49237396	1
35615700	1
7645825	1
41415289	1
17423899	0
7150781	1
30437069	1
35758042	1
44787158	1
15106949	0
52177158	1
5047581	0
31539825	0
5047341	1
23674366	1
45494582	0
24304860	1
53584183	1
30794044	0
33482932	1
21894580	1
16762313	1
39721367	1
56740941	1
53287447	1
35902501	0
35758154	0
48419764	1
51079188	0
51079066	1
37474469	1
6892870	1
39670866	1
1260305	1
5047526	1
3524812	0
5047529	0
52480440	1
29592924	0
8177464	1
12982674	1
51079058	0
19546752	0
33005063	1
944689	1
31785267	0
32300781	1
52276621	1
42548056	1
39438726	0
17811746	0
35632148	0
29107639	1
2381977	1
51667559	1
14909688	0
29107635	0
25572778	0
11175405	1
34985065	1
24165311	0
32300791	0
45288414	0
5047549	1
49045951	0
21755680	1
5047543	0
57079240	1
53003207	0
2421591	0
38593971	1
4946886	1
38760905	0
43442783	1
36275832	0
34701315	0
6270041	0
30945579	0
5047553	1
4552731	1
21546255	0
38593963	0
18396416	0
39634684	0
4929506	0
49690308	1
29612135	1
52940428	0
34125757	0
16737731	1
34125635	0
4552609	0
42528249	1
43135882	1
56741665	1
16737957	1
16696542	0
52628938	0
30502971	1
45040576	0
32214962	1
15443685	1
11971890	0
49690312	0
1652295	0
1063613	0
2577864	0
45494651	1
38826983	0
16430579	0
49109795	1
40123231	0
45040660	0
38892950	0
765959	1
1061200	1
765961	0
45492688	1
34125775	1
38798600	0
55720855	0
47218806	0
18936861	0
53344859	0
34880553	1
18936722	1
52623141	0
8687141	0
752530	1
34159763	0
56740672	1
53003249	1
30502990	1
32954986	0
16738909	1
52808183	0
5356624	0
55416753	1
15382063	0
45494630	1
23873591	0
56740660	1
49131341	1
32687930	0
15850381	1
41134041	1
41134045	0
11971951	1
52218854	1
16738861	0
38593924	0
5773620	1
37591763	1
42402282	1
49690340	1
36207236	1
12583318	0
41134052	0
56213135	1
28131819	0
49690358	1
25545464	1
49690350	1
16057459	0
20925507	1
31837358	1
37022725	0
31912843	0
19546682	1
40123157	0
17423974	1
16738719	0
37193301	0
40472348	0
20001356	1
26930252	1
52250682	1
19266796	0
45040586	1
11971732	1
8757025	0
54495826	0
26930245	1
26369121	0
2144561	0
39534979	1
18736756	0
27106747	1
45040594	0
35138877	0
1247039	0
53204329	1
1241857	0
34649330	1
42528191	1
41134036	0
45096591	1
16326239	0
11971621	1
43146101	1
3537172	1
16737981	0
43495544	1
5150090	1
38959275	0
53003178	0
23866902	1
9365958	0
