22645939	0
22495507	1
38574484	0
37573988	0
27253795	1
27948057	0
18016050	1
52403330	0
47992329	0
51579069	0
6276437	1
30102545	1
7289148	0
41907642	0
21201452	1
34055977	1
55880720	0
50607191	1
35289971	1
24169325	0
37573978	0
1641209	0
30595554	1
53475038	1
39753879	1
24536446	1
47992317	0
49109975	1
37193319	1
27078385	1
30102535	1
39295556	0
45524690	1
34055982	1
55880737	1
49188771	0
4530441	0
15724383	1
30595352	1
32300900	1
36819613	0
47249948	0
19838511	0
46653225	0
26960976	0
49690363	1
5086356	0
37022654	0
14502290	1
52930359	1
6951560	0
10637721	1
5682452	0
16021781	0
32300911	1
6277790	1
49109959	1
10120783	0
37193243	1
753432	1
50607165	1
3585888	0
50685970	1
37603287	0
31546733	1
46773746	0
28000291	1
50607168	1
3314158	0
50607153	1
50607155	1
771094	0
50607154	1
9990867	0
9721371	1
48809083	1
40833472	0
1562639	0
23750610	0
31522627	1
11154180	0
18620932	0
42545219	1
18936872	1
50607157	1
28990563	0
50607156	1
20939063	0
28340637	1
34055942	1
10637755	1
45492527	0
7139580	1
38104447	0
17438389	0
22054107	1
37468373	1
40667810	0
36850320	0
35902496	1
40123202	0
50607174	1
34055958	1
2398987	1
50607170	1
55880666	1
50607172	1
45536609	1
30528524	1
44134508	1
1700604	1
34125624	1
17421827	1
3628840	0
935195	0
52403287	0
30302080	0
49109995	1
27442031	0
39413854	0
50607122	1
51079026	1
49806707	0
56604761	1
34133943	1
34133946	1
34141680	0
32300844	1
4003934	0
32300846	1
20925499	1
50607249	1
52403296	0
28340458	1
13968093	1
29274700	0
53698453	1
51079013	1
5241067	0
53535150	0
52791675	0
18551071	1
40632039	0
56750037	1
2287341	0
37193273	1
43050633	0
32300851	1
50607238	1
15381799	1
36875972	0
28340467	1
17575420	1
29611989	0
43303591	1
40187146	1
16822652	0
23916470	0
16739692	1
51923300	1
28156562	1
37025648	0
54292749	1
42349052	1
43040909	0
50607132	1
15831031	1
6032662	0
6269948	1
2099114	1
23482116	0
42349058	1
30482454	0
50226742	0
5047634	1
45624094	1
32583455	0
48825294	0
33420392	1
16739683	1
26821118	1
13968087	1
42303129	1
37994976	0
36059892	1
51609420	0
13968083	1
50607137	1
54292845	1
28716454	1
13077503	0
1182285	1
50607208	1
16984409	1
45468830	1
50607204	1
50607206	1
50607203	1
50607202	1
20647228	1
40549120	0
38791369	1
27013279	1
54292832	1
34742927	1
53045122	0
33783449	0
44130526	0
19546911	1
31786993	0
17575557	1
31542421	0
31747263	0
12020491	1
767677	0
48419781	1
12265427	1
57138878	0
45468707	1
33889643	0
51079126	1
12928129	0
45492809	0
35758120	1
16739018	1
5494286	0
51079119	1
46352712	1
54292826	1
50607224	1
37573994	0
43477466	0
11972037	1
39721296	1
18832112	1
46326466	0
39721289	1
16739007	1
51579134	0
52090118	0
43364974	0
53137133	1
56503965	1
32300958	1
46345081	0
34366844	0
1044373	0
37574033	0
19546783	1
40472325	1
53584152	1
16750420	1
43383569	1
41787655	1
14021706	0
16738898	1
4799797	1
51244571	0
39227049	1
36192024	0
10112120	0
47996246	1
44275506	1
31539847	1
31836518	1
10879131	1
37574020	0
34160255	0
54508388	1
33868532	1
13106521	1
33088561	0
46760059	0
39585578	1
37589635	0
35758170	1
17787485	1
45496436	1
737202	1
9190044	1
944673	1
49237396	0
35615700	1
7645825	0
41415289	0
17423899	0
7150781	1
30437069	1
35758042	1
44787158	0
15106949	0
52177158	1
5047581	1
31539825	1
5047341	0
23674366	0
45494582	1
24304860	0
53584183	1
30794044	1
33482932	1
21894580	1
16762313	0
39721367	1
56740941	1
53287447	1
35902501	1
35758154	1
48419764	1
51079188	1
51079066	1
37474469	0
6892870	0
39670866	0
1260305	1
5047526	1
3524812	0
5047529	1
52480440	1
29592924	1
8177464	0
12982674	1
51079058	1
19546752	1
33005063	1
944689	1
31785267	0
32300781	1
52276621	1
42548056	1
39438726	0
17811746	0
35632148	0
29107639	0
2381977	0
51667559	1
14909688	0
29107635	0
25572778	0
11175405	0
34985065	0
24165311	0
32300791	1
45288414	1
5047549	1
49045951	0
21755680	0
5047543	1
57079240	1
53003207	1
2421591	1
38593971	0
4946886	0
38760905	0
43442783	1
36275832	1
34701315	1
6270041	1
30945579	0
5047553	1
4552731	0
21546255	0
38593963	0
18396416	1
39634684	1
4929506	1
49690308	1
29612135	0
52940428	0
34125757	1
16737731	1
34125635	1
4552609	0
42528249	1
43135882	1
56741665	1
16737957	1
16696542	1
52628938	1
30502971	1
45040576	1
32214962	1
15443685	0
11971890	1
49690312	1
1652295	0
1063613	0
2577864	0
45494651	1
38826983	0
16430579	1
49109795	1
40123231	0
45040660	1
38892950	1
765959	0
1061200	0
765961	0
45492688	0
34125775	1
38798600	0
55720855	1
47218806	0
18936861	1
53344859	1
34880553	1
18936722	0
52623141	1
8687141	0
752530	0
34159763	0
56740672	1
53003249	1
30502990	1
32954986	0
16738909	1
52808183	1
5356624	0
55416753	1
15382063	1
45494630	1
23873591	0
56740660	1
49131341	0
32687930	1
15850381	0
41134041	0
41134045	0
11971951	1
52218854	0
16738861	1
38593924	0
5773620	0
37591763	0
42402282	0
49690340	1
36207236	0
12583318	1
41134052	0
56213135	1
28131819	0
49690358	1
25545464	0
49690350	1
16057459	1
20925507	1
31837358	1
37022725	0
31912843	1
19546682	1
40123157	0
17423974	0
16738719	1
37193301	1
40472348	1
20001356	0
26930252	0
52250682	0
19266796	1
45040586	1
11971732	1
8757025	1
54495826	1
26930245	0
26369121	0
2144561	1
39534979	1
18736756	1
27106747	1
45040594	1
35138877	0
1247039	0
53204329	1
1241857	0
34649330	0
42528191	1
41134036	0
45096591	0
16326239	0
11971621	1
43146101	1
3537172	0
16737981	1
43495544	0
5150090	1
38959275	0
53003178	1
23866902	0
9365958	0
